Date,Close,High,Low,Open,Volume,Tomorrow,Daily_Return,Tomorrow_Return,Gap,High_Low_Range,Prev_Day_Trend
2022-02-07,61.77000045776367,64.33999633789062,59.439998626708984,60.0,208834,62.279998779296875,0.8104019165039062,0.008256407928666335,-0.9595985412597656,4.899997711181641,0
2022-02-08,62.279998779296875,63.0,61.54999923706055,62.0,65666,62.77000045776367,0.5099983215332031,0.00786772138842243,0.22999954223632812,1.4500007629394531,1
2022-02-09,62.77000045776367,63.0,62.0099983215332,62.5,156227,62.79999923706055,0.4900016784667969,0.00047791586869686914,0.220001220703125,0.9900016784667969,1
2022-02-10,62.79999923706055,64.9000015258789,62.20000076293945,63.0,341078,62.36000061035156,0.029998779296875,-0.0070063476441783986,0.22999954223632812,2.700000762939453,1
2022-02-11,62.36000061035156,62.97999954223633,62.02000045776367,62.97999954223633,670996,64.08999633789062,-0.4399986267089844,0.027742073614603024,0.18000030517578125,0.9599990844726562,1
2022-02-14,64.08999633789062,66.4000015258789,62.400001525878906,62.400001525878906,755940,63.189998626708984,1.7299957275390625,-0.014042717469302668,0.04000091552734375,4.0,0
2022-02-15,63.189998626708984,64.69000244140625,63.099998474121094,64.19999694824219,998503,63.2400016784668,-0.8999977111816406,0.0007913127527221901,0.1100006103515625,1.5900039672851562,1
2022-02-16,63.2400016784668,63.38999938964844,62.849998474121094,63.29999923706055,257824,63.869998931884766,0.0500030517578125,0.009962005640371174,0.1100006103515625,0.5400009155273438,0
2022-02-17,63.869998931884766,64.38999938964844,63.099998474121094,64.0,366056,63.790000915527344,0.6299972534179688,-0.0012525131939134224,0.7599983215332031,1.2900009155273438,1
2022-02-18,63.790000915527344,64.48999786376953,63.61000061035156,64.0,479087,63.41999816894531,-0.07999801635742188,-0.005800325149265951,0.13000106811523438,0.8799972534179688,1
2022-02-21,63.41999816894531,63.9900016784668,63.25,63.9900016784668,174108,64.29000091552734,-0.37000274658203125,0.013718113713349854,0.20000076293945312,0.7400016784667969,0
2022-02-22,64.29000091552734,64.55000305175781,63.5,63.5,482154,64.08000183105469,0.8700027465820312,-0.003266434616303407,0.0800018310546875,1.0500030517578125,0
2022-02-23,64.08000183105469,64.44999694824219,64.0,64.29000091552734,518105,66.9800033569336,-0.20999908447265625,0.045255952606316825,0.0,0.4499969482421875,1
2022-02-24,66.9800033569336,67.48999786376953,64.1500015258789,64.1500015258789,851371,64.68000030517578,2.9000015258789062,-0.034338652381087444,0.06999969482421875,3.339996337890625,0
2022-02-25,64.68000030517578,66.9800033569336,64.51000213623047,66.9800033569336,473542,64.8499984741211,-2.3000030517578125,0.0026282957350528802,0.0,2.470001220703125,1
2022-02-28,64.8499984741211,65.68000030517578,64.69999694824219,65.0,278819,67.08999633789062,0.1699981689453125,0.034541216907868086,0.31999969482421875,0.9800033569335938,0
2022-03-02,67.08999633789062,67.37999725341797,66.5999984741211,66.5999984741211,671240,67.4800033569336,2.2399978637695312,0.0058131918368089595,1.75,0.779998779296875,1
2022-03-03,67.4800033569336,68.0,67.02999877929688,67.30000305175781,278653,67.5199966430664,0.39000701904296875,0.0005926687039606257,0.2100067138671875,0.970001220703125,1
2022-03-04,67.5199966430664,67.98999786376953,67.22000122070312,67.5999984741211,572952,70.37000274658203,0.0399932861328125,0.04220980813405136,0.1199951171875,0.7699966430664062,1
2022-03-07,70.37000274658203,70.9000015258789,67.5999984741211,67.5999984741211,2521109,70.55999755859375,2.850006103515625,0.002699940380788845,0.0800018310546875,3.3000030517578125,1
2022-03-08,70.55999755859375,71.97000122070312,69.0999984741211,71.19999694824219,1555427,70.6500015258789,0.18999481201171875,0.0012755664739134383,0.8299942016601562,2.8700027465820312,1
2022-03-09,70.6500015258789,74.0,70.12999725341797,71.58000183105469,3069502,68.5,0.09000396728515625,-0.03043172653140519,1.0200042724609375,3.8700027465820312,1
2022-03-10,68.5,69.69999694824219,67.5,68.5,1852430,69.47000122070312,-2.1500015258789062,0.014160601762089416,-2.1500015258789062,2.1999969482421875,1
2022-03-11,69.47000122070312,69.94999694824219,68.69999694824219,68.69999694824219,450947,68.48999786376953,0.970001220703125,-0.014106856768580821,0.1999969482421875,1.25,0
2022-03-14,68.48999786376953,69.98999786376953,67.9000015258789,69.98999786376953,766744,66.95999908447266,-0.9800033569335938,-0.022339010468946558,0.5199966430664062,2.089996337890625,1
2022-03-15,66.95999908447266,68.0,66.88999938964844,68.0,1206446,67.13999938964844,-1.529998779296875,0.002688176637348872,-0.48999786376953125,1.1100006103515625,0
2022-03-16,67.13999938964844,67.19999694824219,66.87000274658203,66.95999908447266,421069,67.55000305175781,0.18000030517578125,0.006106697435755247,0.0,0.32999420166015625,0
2022-03-17,67.55000305175781,68.25,67.19999694824219,68.25,498307,67.3499984741211,0.410003662109375,-0.0029608374330267946,1.1100006103515625,1.0500030517578125,1
2022-03-21,67.3499984741211,67.75,67.0199966430664,67.75,495028,67.47000122070312,-0.20000457763671875,0.001781778014859818,0.1999969482421875,0.7300033569335938,1
2022-03-22,67.47000122070312,68.48999786376953,67.2699966430664,67.80000305175781,901527,67.33999633789062,0.12000274658203125,-0.0019268546088688685,0.45000457763671875,1.220001220703125,0
2022-03-23,67.33999633789062,67.4000015258789,66.69999694824219,67.30000305175781,705057,67.5199966430664,-0.1300048828125,0.002673007350232054,-0.1699981689453125,0.7000045776367188,1
2022-03-24,67.5199966430664,67.87999725341797,67.30000305175781,67.80000305175781,180506,68.5999984741211,0.18000030517578125,0.015995288577455705,0.4600067138671875,0.5799942016601562,0
2022-03-25,68.5999984741211,68.68000030517578,67.80000305175781,67.80000305175781,973088,67.3499984741211,1.0800018310546875,-0.01822157474932823,0.28000640869140625,0.8799972534179688,1
2022-03-28,67.3499984741211,68.19000244140625,67.0,67.0,482797,66.38999938964844,-1.25,-0.014253884279470788,-1.5999984741210938,1.19000244140625,1
2022-03-29,66.38999938964844,67.5,66.31999969482422,67.5,709264,66.6500015258789,-0.9599990844726562,0.0039162846606534,0.15000152587890625,1.1800003051757812,0
2022-03-30,66.6500015258789,66.87000274658203,66.25,66.66000366210938,296240,66.30000305175781,0.26000213623046875,-0.00525128981407744,0.2700042724609375,0.6200027465820312,0
2022-03-31,66.30000305175781,66.68000030517578,65.80999755859375,66.6500015258789,1513326,66.72000122070312,-0.34999847412109375,0.00633481371965302,0.0,0.8700027465820312,1
2022-04-01,66.72000122070312,66.95999908447266,66.55000305175781,66.5999984741211,290914,66.54000091552734,0.4199981689453125,-0.0026978462512366893,0.29999542236328125,0.40999603271484375,0
2022-04-04,66.54000091552734,66.9800033569336,66.0,66.9800033569336,563048,66.1500015258789,-0.18000030517578125,-0.005861126905356411,0.26000213623046875,0.9800033569335938,1
2022-04-05,66.1500015258789,66.5,65.9000015258789,66.5,587450,65.9800033569336,-0.3899993896484375,-0.0025698891160086607,-0.04000091552734375,0.5999984741210938,0
2022-04-06,65.9800033569336,66.05000305175781,65.45999908447266,66.0,448926,66.04000091552734,-0.1699981689453125,0.000909329426207813,-0.15000152587890625,0.5900039672851562,0
2022-04-07,66.04000091552734,66.5,65.70999908447266,66.25,490405,66.4800033569336,0.05999755859375,0.0066626655861053525,0.26999664306640625,0.7900009155273438,0
2022-04-08,66.4800033569336,66.55000305175781,66.05999755859375,66.37999725341797,268062,67.3499984741211,0.44000244140625,0.013086568490625129,0.339996337890625,0.4900054931640625,1
2022-04-11,67.3499984741211,67.44999694824219,66.4000015258789,66.69000244140625,316116,67.4000015258789,0.8699951171875,0.000742435826142237,0.20999908447265625,1.0499954223632812,1
2022-04-12,67.4000015258789,68.0,67.26000213623047,68.0,915728,69.0,0.0500030517578125,0.023738849226980482,0.6500015258789062,0.7399978637695312,1
2022-04-13,69.0,69.1500015258789,67.80000305175781,67.80000305175781,812052,69.62000274658203,1.5999984741210938,0.008985547051913496,0.40000152587890625,1.3499984741210938,1
2022-04-18,69.62000274658203,69.98999786376953,68.30999755859375,68.30999755859375,940469,69.5999984741211,0.6200027465820312,-0.0002873351288673944,-0.69000244140625,1.6800003051757812,1
2022-04-19,69.5999984741211,69.9800033569336,69.30999755859375,69.87999725341797,579141,68.05999755859375,-0.0200042724609375,-0.022126450420827986,0.2599945068359375,0.6700057983398438,1
2022-04-20,68.05999755859375,69.18000030517578,67.86000061035156,69.18000030517578,707140,67.45999908447266,-1.5400009155273438,-0.008815728704729194,-0.4199981689453125,1.3199996948242188,0
2022-04-21,67.45999908447266,68.19999694824219,67.3499984741211,68.19999694824219,581100,66.33000183105469,-0.5999984741210938,-0.016750626575061153,0.1399993896484375,0.8499984741210938,0
2022-04-22,66.33000183105469,67.83000183105469,66.1500015258789,67.83000183105469,1233175,65.30999755859375,-1.1299972534179688,-0.015377721156392117,0.37000274658203125,1.6800003051757812,0
2022-04-25,65.30999755859375,66.33000183105469,65.19999694824219,66.33000183105469,1237896,65.41999816894531,-1.0200042724609375,0.0016842844045871226,0.0,1.1300048828125,0
2022-04-26,65.41999816894531,65.68000030517578,65.01000213623047,65.5999984741211,774433,64.9800033569336,0.1100006103515625,-0.0067256928206485805,0.29000091552734375,0.6699981689453125,0
2022-04-27,64.9800033569336,70.48999786376953,64.63999938964844,65.5999984741211,488290,64.25,-0.43999481201171875,-0.011234276996319974,0.18000030517578125,5.849998474121094,1
2022-04-28,64.25,64.9800033569336,63.75,64.9800033569336,809968,64.56999969482422,-0.7300033569335938,0.0049805399972641055,0.0,1.2300033569335938,0
2022-04-29,64.56999969482422,64.80000305175781,64.20999908447266,64.4000015258789,798571,62.83000183105469,0.31999969482421875,-0.026947465881883927,0.15000152587890625,0.5900039672851562,0
2022-05-02,62.83000183105469,64.44999694824219,62.54999923706055,64.44999694824219,1779659,62.630001068115234,-1.7399978637695312,-0.0031832047924690607,-0.12000274658203125,1.8999977111816406,1
2022-05-04,62.630001068115234,62.790000915527344,62.349998474121094,62.5,720146,63.349998474121094,-0.20000076293945312,0.011496046522860561,-0.3300018310546875,0.44000244140625,0
2022-05-05,63.349998474121094,64.0,62.70000076293945,62.70000076293945,519360,62.4900016784668,0.7199974060058594,-0.013575324646702422,0.06999969482421875,1.2999992370605469,0
2022-05-06,62.4900016784668,63.34000015258789,62.02000045776367,63.34000015258789,799198,61.97999954223633,-0.8599967956542969,-0.008161339774874874,-0.009998321533203125,1.3199996948242188,1
2022-05-09,61.97999954223633,64.01000213623047,61.849998474121094,64.01000213623047,522812,61.63999938964844,-0.5100021362304688,-0.0054856430316072725,1.5200004577636719,2.160003662109375,0
2022-05-10,61.63999938964844,62.290000915527344,61.380001068115234,62.290000915527344,451137,61.36000061035156,-0.3400001525878906,-0.004542485108199025,0.3100013732910156,0.9099998474121094,0
2022-05-11,61.36000061035156,61.5,60.209999084472656,61.5,553283,59.9900016784668,-0.279998779296875,-0.022327231392720095,-0.1399993896484375,1.2900009155273438,0
2022-05-12,59.9900016784668,61.36000061035156,59.88999938964844,61.36000061035156,2005985,59.13999938964844,-1.3699989318847656,-0.014169065928255587,0.0,1.470001220703125,0
2022-05-13,59.13999938964844,59.9900016784668,58.75,59.9900016784668,974549,59.97999954223633,-0.8500022888183594,0.014203587440937984,0.0,1.2400016784667969,0
2022-05-16,59.97999954223633,60.20000076293945,59.40999984741211,59.5,439978,61.380001068115234,0.8400001525878906,0.023341139322501366,0.3600006103515625,0.7900009155273438,0
2022-05-17,61.380001068115234,61.5,60.400001525878906,60.400001525878906,438564,61.18000030517578,1.4000015258789062,-0.003258402728235639,0.4200019836425781,1.0999984741210938,1
2022-05-18,61.18000030517578,61.9900016784668,60.54999923706055,61.380001068115234,562662,60.58000183105469,-0.20000076293945312,-0.009807101522200129,0.0,1.44000244140625,1
2022-05-19,60.58000183105469,61.9900016784668,60.119998931884766,61.29999923706055,564481,61.900001525878906,-0.5999984741210938,0.021789363732695646,0.11999893188476562,1.8700027465820312,0
2022-05-20,61.900001525878906,64.95999908447266,61.2599983215332,61.9900016784668,325362,62.02000045776367,1.3199996948242188,0.001938593359074425,1.4099998474121094,3.700000762939453,0
2022-05-23,62.02000045776367,63.689998626708984,61.099998474121094,63.400001525878906,325340,61.36000061035156,0.11999893188476562,-0.010641725935838663,1.5,2.5900001525878906,1
2022-05-24,61.36000061035156,61.56999969482422,60.959999084472656,61.45000076293945,638967,61.439998626708984,-0.6599998474121094,0.00130374862388652,-0.5699996948242188,0.6100006103515625,1
2022-05-25,61.439998626708984,61.900001525878906,61.36000061035156,61.720001220703125,371250,61.119998931884766,0.07999801635742188,-0.0052083284826948155,0.3600006103515625,0.5400009155273438,0
2022-05-26,61.119998931884766,61.380001068115234,61.02000045776367,61.20000076293945,263459,62.209999084472656,-0.31999969482421875,0.017833772441695265,-0.23999786376953125,0.3600006103515625,1
2022-05-27,62.209999084472656,62.79999923706055,61.400001525878906,61.400001525878906,311278,61.790000915527344,1.0900001525878906,-0.006751296819262327,0.2800025939941406,1.3999977111816406,0
2022-05-30,61.790000915527344,62.4900016784668,61.709999084472656,62.189998626708984,248188,61.33000183105469,-0.4199981689453125,-0.00744455539176181,-0.020000457763671875,0.7800025939941406,1
2022-05-31,61.33000183105469,61.7400016784668,61.099998474121094,61.7400016784668,264299,60.41999816894531,-0.45999908447265625,-0.014837822190453468,-0.049999237060546875,0.6400032043457031,0
2022-06-01,60.41999816894531,64.80000305175781,60.29999923706055,64.80000305175781,566304,61.61000061035156,-0.910003662109375,0.01969550608192318,3.470001220703125,4.500003814697266,0
2022-06-02,61.61000061035156,64.80000305175781,61.0099983215332,64.80000305175781,198732,62.130001068115234,1.19000244140625,0.008440195627531006,4.3800048828125,3.7900047302246094,0
2022-06-03,62.130001068115234,62.349998474121094,61.9900016784668,61.9900016784668,302129,62.18000030517578,0.5200004577636719,0.0008047519105259794,0.3800010681152344,0.3599967956542969,1
2022-06-06,62.18000030517578,62.290000915527344,61.61000061035156,62.20000076293945,248048,61.599998474121094,0.049999237060546875,-0.009327787523449222,0.06999969482421875,0.6800003051757812,1
2022-06-07,61.599998474121094,62.0,61.310001373291016,62.0,301947,61.709999084472656,-0.5800018310546875,0.001785724238252621,-0.18000030517578125,0.6899986267089844,1
2022-06-08,61.709999084472656,62.08000183105469,61.650001525878906,61.65999984741211,232089,61.560001373291016,0.1100006103515625,-0.00243068730200942,0.060001373291015625,0.43000030517578125,0
