Date,Open,High,Low,Close,Volume
2016-02-15,889.93,912.42,885.98,897.51,2479712
2016-02-16,896.26,902.59,887.16,896.08,1588702
2016-02-17,895.87,901.66,888.51,900.04,1585178
2016-02-18,903.78,917.52,901.01,915.98,1529140
2016-02-19,912.62,920.39,911.87,917.48,879012
2016-02-22,917.72,926.72,911.69,916.0,1324884
2016-02-23,913.76,917.58,892.6,895.47,1306852
2016-02-24,894.86,894.86,870.63,874.49,1659328
2016-02-25,877.99,881.23,864.48,875.24,1830556
2016-02-26,881.9,892.66,870.0,874.31,1537536
2016-02-29,884.79,884.79,836.54,860.98,2191718
2016-03-01,867.39,903.82,855.13,900.47,1999760
2016-03-02,911.69,921.58,892.41,917.17,1527486
2016-03-03,923.95,945.7,910.11,938.64,2648284
2016-03-04,941.35,941.35,929.31,932.47,1512966
2016-03-08,926.36,936.21,911.37,931.19,1268152
2016-03-09,925.93,937.16,907.79,932.35,2017784
2016-03-10,931.88,933.38,915.62,928.81,1661666
2016-03-11,925.53,945.64,923.55,935.52,1530528
2016-03-14,934.23,948.47,925.53,931.46,1636742
2016-03-15,929.11,934.83,917.66,921.54,1623356
2016-03-16,915.64,922.37,912.44,920.41,1918246
2016-03-17,923.16,934.15,922.37,930.3,2221088
2016-03-18,933.44,961.13,933.44,959.49,3204070
2016-03-21,959.55,971.0,957.17,967.56,2336982
2016-03-22,965.87,982.88,963.7,978.18,1951984
2016-03-23,984.03,984.03,971.93,978.45,2278434
2016-03-28,985.26,995.6,973.61,978.29,3320882
2016-03-29,980.11,983.65,971.02,976.71,1838796
2016-03-30,977.31,990.79,972.99,984.66,2136504
2016-03-31,980.23,1008.59,977.8,996.84,4363964
2016-04-01,990.79,997.06,962.75,970.58,3041400
2016-04-04,971.41,984.07,967.85,977.44,1752352
2016-04-05,977.27,982.84,965.89,974.08,1491794
2016-04-06,976.95,984.46,972.74,981.66,1763150
2016-04-07,980.9,982.76,971.81,977.27,2390942
2016-04-08,975.37,978.41,959.94,961.94,1399500
2016-04-11,962.32,995.54,954.4,991.45,2400648
2016-04-12,988.02,998.7,984.11,995.99,1303628
2016-04-13,1000.68,1006.61,993.76,999.18,1601468
2016-04-18,970.23,1009.98,965.08,996.63,7121504
2016-04-20,1002.62,1002.62,965.08,969.18,6405024
2016-04-21,969.43,975.92,954.09,958.91,2525724
2016-04-22,956.78,963.26,950.92,956.01,1964126
2016-04-25,950.17,971.83,950.17,969.53,2267654
2016-04-26,968.64,986.24,965.87,984.78,2554368
2016-04-27,980.91,994.59,979.28,993.21,1848670
2016-04-28,989.33,1004.64,988.06,999.79,4992744
2016-04-29,995.54,1005.43,992.77,1002.86,2372178
2016-05-02,1000.29,1000.68,988.82,999.38,1116692
2016-05-03,998.7,1000.68,977.74,980.15,2153118
2016-05-04,978.49,986.46,971.81,980.11,1364892
2016-05-05,980.11,984.84,974.4,977.07,1246566
2016-05-06,974.97,982.61,961.52,978.29,885598
2016-05-09,978.29,995.93,971.57,993.78,1821276
2016-05-10,994.75,1002.24,987.23,997.87,1158534
2016-05-11,988.82,998.94,984.86,996.05,1598716
2016-05-12,996.94,1016.46,996.94,1015.0,1513082
2016-05-13,1014.52,1014.92,992.83,998.07,1621730
2016-05-16,1003.85,1014.45,997.72,1009.05,1111526
2016-05-17,1014.21,1024.91,1009.38,1016.58,1756698
2016-05-18,1014.86,1014.86,999.12,1009.03,1500740
2016-05-19,1010.57,1012.55,999.14,1011.34,1038792
2016-05-20,1005.55,1014.84,997.83,1000.4,1230918
2016-05-23,1006.22,1006.97,980.98,985.43,1533016
2016-05-24,982.49,984.17,972.84,976.04,1339158
2016-05-25,981.3,1001.85,981.3,999.28,1548678
2016-05-26,1000.68,1014.49,990.83,1008.08,1943248
2016-05-27,1009.84,1020.4,1008.83,1017.55,1104676
2016-05-30,1021.64,1044.96,1021.25,1042.77,1349464
2016-05-31,1044.19,1046.96,1013.34,1016.27,3722608
2016-06-01,1016.98,1046.17,1016.9,1041.64,1911942
2016-06-02,1028.37,1049.85,1028.37,1048.2,1408756
2016-06-03,1048.7,1051.31,1036.48,1040.06,1554922
2016-06-06,1047.23,1054.62,1040.32,1044.03,1322026
2016-06-07,1044.63,1054.62,1044.23,1051.49,1202194
2016-06-08,1045.93,1050.45,1041.23,1044.27,938266
2016-06-09,1047.99,1047.99,1021.13,1029.95,1562138
2016-06-10,1025.45,1040.34,1020.33,1021.35,1396832
2016-06-13,1015.06,1020.39,1006.27,1017.86,1029978
2016-06-14,1022.63,1022.63,1006.37,1013.0,977570
2016-06-15,1011.06,1025.01,1007.87,1021.79,1270844
2016-06-16,1017.28,1024.93,1005.65,1022.37,1145070
2016-06-17,1022.65,1043.03,1022.65,1040.08,1878988
2016-06-20,1040.08,1066.21,1035.76,1062.74,1872838
2016-06-21,1064.41,1065.01,1055.58,1059.5,1027690
2016-06-22,1059.02,1070.09,1051.73,1066.07,1761712
2016-06-23,1061.02,1062.81,1049.15,1057.16,1397014
2016-06-24,1025.11,1036.32,1004.73,1028.63,3766586
2016-06-27,1017.86,1017.86,992.14,997.42,4272566
2016-06-28,997.42,1000.23,982.45,984.67,4499524
2016-06-29,989.08,1004.07,985.21,1000.23,2531264
2016-06-30,1007.87,1024.21,999.21,1020.29,5121812
2016-07-01,1023.85,1024.89,996.82,999.41,2197296
2016-07-04,1005.47,1009.4,991.88,996.76,1883484
2016-07-05,996.76,997.89,989.94,993.2,1559748
2016-07-07,994.16,995.82,969.1,971.02,3316800
2016-07-08,973.1,975.92,960.51,969.74,2456356
2016-07-11,971.1,987.8,969.9,984.75,1543632
2016-07-12,987.76,989.08,973.44,985.07,1465536
2016-07-13,990.28,998.77,979.59,996.32,2102300
2016-07-14,993.48,1010.66,987.48,1007.83,2699988
2016-07-15,1005.87,1010.18,969.72,977.23,8336366
2016-07-18,977.89,986.69,971.34,972.48,2598850
2016-07-19,970.1,988.2,970.1,985.57,2362896
2016-07-20,979.09,1000.07,978.35,997.06,2815252
2016-07-21,994.88,1006.87,984.87,1001.49,2527148
2016-07-22,998.63,1008.67,995.88,1005.11,1517216
2016-07-25,1006.47,1026.98,1003.99,1025.28,1688796
2016-07-26,1025.28,1028.91,1014.88,1022.74,2311290
2016-07-27,1023.7,1033.88,1019.69,1032.73,1750510
2016-07-28,1033.92,1053.57,1032.53,1049.44,4632080
2016-07-29,1047.34,1055.71,1041.33,1049.46,2488084
2016-08-01,1054.55,1091.81,1054.55,1085.1,3961704
2016-08-02,1082.96,1088.09,1077.71,1081.48,2578162
2016-08-03,1076.19,1081.39,1061.38,1064.29,2294702
2016-08-04,1069.78,1074.96,1056.25,1062.56,1415416
2016-08-05,1071.34,1075.5,1054.55,1061.4,1868484
2016-08-08,1057.76,1068.97,1053.37,1061.56,2058244
2016-08-09,1064.97,1065.69,1033.25,1061.84,2261914
2016-08-10,1062.16,1074.58,1060.96,1071.94,2062078
2016-08-11,1067.99,1087.81,1067.99,1085.76,2233138
2016-08-12,1083.8,1099.75,1082.62,1097.2,2327358
2016-08-16,1097.02,1097.82,1071.32,1078.47,3183754
2016-08-17,1081.39,1081.39,1048.94,1051.57,1848566
2016-08-18,1055.75,1064.79,1053.79,1057.17,1292064
2016-08-19,1057.76,1060.34,1041.73,1043.13,2416244
2016-08-22,1036.92,1039.51,1016.21,1021.17,2265274
2016-08-23,1019.67,1043.71,1017.77,1042.15,1503374
2016-08-24,1037.64,1042.53,1029.33,1030.53,1116878
2016-08-25,1033.72,1037.6,1012.08,1022.12,1939690
2016-08-26,1025.62,1030.73,1008.55,1011.66,1250314
2016-08-29,1015.67,1015.67,988.34,1001.88,1488728
2016-08-30,1005.67,1021.62,1002.16,1019.35,1444026
2016-08-31,1021.7,1021.7,1002.0,1006.19,3231668
2016-09-01,1011.64,1015.67,996.47,1004.67,1345736
2016-09-02,1006.47,1009.44,1000.08,1007.59,1742330
2016-09-06,1009.64,1009.74,993.65,995.27,2239066
2016-09-07,1001.54,1001.54,970.81,977.84,3854040
2016-09-08,945.57,945.57,915.42,930.38,7021516
2016-09-09,933.43,948.23,929.56,942.54,2742438
2016-09-12,936.35,947.15,931.15,945.19,2024454
2016-09-14,946.37,952.62,925.54,932.93,2069858
2016-09-15,937.54,938.4,928.24,932.33,2818964
2016-09-16,936.23,951.98,929.54,946.25,4358004
2016-09-19,947.57,972.41,941.56,966.18,2802546
2016-09-20,966.0,968.37,955.75,964.2,1184552
2016-09-21,964.68,971.21,961.88,966.97,1678020
2016-09-22,971.71,972.81,950.02,952.78,2857574
2016-09-23,954.38,963.14,950.04,960.83,1800726
2016-09-26,962.04,969.25,959.59,962.04,1753476
2016-09-27,962.04,980.83,962.04,976.06,2038792
2016-09-28,974.02,976.62,967.69,970.83,1731328
2016-09-29,975.62,984.23,969.45,976.74,3603958
2016-09-30,976.44,981.55,970.85,973.94,2175364
2016-10-03,981.63,984.69,962.04,966.28,1818880
2016-10-04,969.61,971.63,960.79,963.66,1780718
2016-10-05,964.8,967.77,952.02,956.13,1176354
2016-10-06,959.59,962.56,950.68,957.09,2267572
2016-10-07,956.79,956.79,944.85,948.69,1816512
2016-10-10,949.54,956.35,943.59,953.7,1202142
2016-10-13,946.89,949.54,929.9,933.11,5173334
2016-10-14,927.54,956.39,917.92,948.05,7741214
2016-10-17,949.14,951.9,939.32,946.55,2728346
2016-10-18,951.98,967.89,943.49,961.68,2128632
2016-10-19,962.0,965.6,949.7,959.63,1985058
2016-10-20,960.35,965.34,955.99,962.06,1265854
2016-10-21,961.6,974.38,960.9,973.08,1259660
2016-10-24,975.51,978.2,965.2,975.3,1253190
2016-10-25,966.19,970.04,956.54,963.55,1772466
2016-10-26,963.61,965.28,953.13,962.67,1437130
2016-10-27,956.02,976.03,950.32,971.45,2941602
2016-10-28,968.19,970.24,959.36,963.65,1752102
2016-11-01,964.06,964.06,937.72,944.09,2934776
2016-11-02,940.47,941.68,921.99,925.63,2325076
2016-11-03,921.59,938.06,917.78,931.82,1463310
2016-11-04,932.04,938.53,921.59,936.28,1183752
2016-11-07,939.23,942.04,907.95,914.78,2048052
2016-11-08,916.15,926.81,907.93,917.25,1933634
2016-11-09,875.79,913.96,860.87,871.72,4500226
2016-11-10,885.76,890.86,860.05,865.93,2172426
2016-11-11,862.56,862.56,838.11,844.12,2398424
2016-11-15,850.44,866.77,824.33,852.21,6290324
2016-11-16,861.77,887.4,858.92,879.65,4019958
2016-11-17,877.8,887.28,855.77,858.6,2504688
2016-11-18,860.53,863.74,845.34,853.74,2140534
2016-11-21,854.18,859.72,845.66,856.87,1793366
2016-11-22,856.51,874.77,852.51,857.72,1318860
2016-11-23,863.34,868.94,854.58,866.29,1275808
2016-11-24,865.71,886.88,858.52,879.19,3026234
2016-11-25,888.65,926.91,880.69,924.14,4276148
2016-11-28,921.59,931.82,904.68,917.01,1924296
2016-11-29,913.96,920.79,904.94,907.87,1442296
2016-11-30,909.94,921.89,900.82,914.38,3445832
2016-12-01,914.76,919.98,905.54,909.32,1123052
2016-12-02,907.13,912.27,885.92,892.61,1998032
2016-12-05,895.48,899.03,871.78,878.2,2249526
2016-12-06,879.81,885.42,871.74,876.74,1593444
2016-12-07,876.68,877.58,861.99,865.57,2065706
2016-12-08,867.96,883.43,867.76,882.12,3239546
2016-12-09,885.84,891.82,873.1,881.92,1588718
2016-12-12,881.74,890.9,868.96,887.12,1311758
2016-12-13,891.06,891.06,877.0,883.95,2147534
2016-12-14,889.45,893.75,879.41,886.88,1870366
2016-12-15,884.63,912.79,884.63,907.65,4295410
2016-12-16,914.76,919.99,904.72,917.03,1987230
2016-12-19,915.97,923.08,908.46,919.54,1334210
2016-12-20,920.79,942.08,918.8,939.79,2922760
2016-12-21,941.6,941.6,926.25,929.47,2034902
2016-12-22,926.41,934.05,918.46,927.1,1868300
2016-12-23,924.0,931.13,915.49,919.22,1118954
2016-12-26,910.34,924.65,910.34,921.23,897408
2016-12-27,916.57,936.05,916.57,933.4,1294692
2016-12-28,934.73,944.05,925.27,929.39,1350418
2016-12-29,925.21,948.07,925.21,944.77,1963516
2016-12-30,946.06,955.58,942.34,950.34,1405748
2017-01-02,950.76,954.17,945.05,948.65,823132
2017-01-03,948.61,952.81,941.4,951.42,1475324
2017-01-04,952.0,959.7,947.42,955.94,1420066
2017-01-05,957.75,960.14,932.2,937.82,2216404
2017-01-06,932.44,935.79,906.77,916.53,3009896
2017-01-09,913.96,928.54,906.73,925.49,1854578
2017-01-10,925.61,935.97,920.59,930.17,1533914
2017-01-11,930.03,935.89,916.05,933.8,1931296
2017-01-12,933.8,948.11,925.61,941.82,2570374
2017-01-13,943.29,947.28,899.03,903.63,10235580
2017-01-16,903.92,913.52,895.08,907.35,3364808
2017-01-17,905.88,919.1,905.04,915.47,3009956
2017-01-18,915.16,923.2,910.12,922.03,3136574
2017-01-19,921.99,922.05,917.15,920.39,2251676
2017-01-20,918.78,924.0,909.94,918.12,2037246
2017-01-23,912.54,932.08,910.44,929.34,2318546
2017-01-24,928.25,935.9,922.61,934.03,2282638
2017-01-25,935.74,950.81,933.91,947.99,4111648
2017-01-27,944.79,958.37,944.79,949.92,2871658
2017-01-30,943.16,947.57,933.95,939.89,2577956
2017-01-31,934.7,939.55,886.37,898.36,4666804
2017-02-01,894.41,902.44,868.44,873.42,4864152
2017-02-02,874.28,894.0,867.41,889.43,6009482
2017-02-03,890.26,903.67,882.72,899.46,2153372
2017-02-06,909.72,909.92,892.37,902.77,2408910
2017-02-07,904.08,907.54,896.82,904.32,1814638
2017-02-08,904.44,919.63,904.1,914.93,2212584
2017-02-09,916.57,937.92,914.63,933.61,4033202
2017-02-10,931.07,976.78,931.07,966.1,5782160
2017-02-13,965.31,978.61,959.82,972.67,3819812
2017-02-14,974.84,974.84,966.12,969.44,2033328
2017-02-15,965.72,978.21,956.9,972.45,1924972
2017-02-16,991.1,998.35,981.27,986.16,4175680
2017-02-17,995.93,997.38,967.73,970.11,2723324
2017-02-20,977.0,1029.37,970.19,1008.1,3973948
2017-02-21,1012.86,1017.65,989.15,993.26,5501112
2017-02-22,993.48,995.13,966.99,971.56,4505496
2017-02-23,972.97,1004.5,972.97,999.88,4853352
2017-02-27,998.79,1008.02,995.15,1003.13,2139892
2017-02-28,1002.98,1003.19,987.07,993.62,2354828
2017-03-01,999.12,1007.98,995.13,998.98,1130374
2017-03-02,1001.86,1011.24,995.15,1007.8,1544942
2017-03-03,1003.99,1007.09,997.3,1004.82,1013970
2017-03-06,999.16,1000.77,988.9,996.14,1400694
2017-03-07,1000.33,1009.23,997.16,1007.14,1511672
2017-03-08,1008.02,1015.27,1004.07,1012.13,1791510
2017-03-09,1012.92,1016.88,1008.85,1015.17,858468
2017-03-10,1015.11,1027.18,1012.84,1024.24,1171420
2017-03-14,1030.1,1042.33,1027.78,1034.41,3402294
2017-03-15,1036.22,1036.28,1004.74,1006.53,3022496
2017-03-16,1009.63,1018.09,1009.63,1015.64,1571818
2017-03-17,1025.75,1025.75,1011.14,1017.59,2593152
2017-03-20,1017.67,1017.67,993.52,999.16,3487540
2017-03-21,999.96,1003.99,993.11,1001.86,3373700
2017-03-22,999.22,1005.6,995.11,998.73,1888716
2017-03-23,999.96,1001.19,985.94,991.24,2620638
2017-03-24,995.05,995.05,976.31,977.89,5099814
2017-03-27,977.78,983.04,969.34,971.78,2181270
2017-03-28,970.96,984.41,970.96,978.99,1153158
2017-03-29,981.43,987.39,977.24,984.9,1717764
2017-03-30,985.02,993.11,981.03,983.44,2986086
2017-03-31,982.4,983.38,972.97,979.74,1867044
2017-04-03,981.03,981.03,970.23,971.64,1196888
2017-04-05,974.94,974.94,964.91,967.43,2905568
2017-04-06,966.93,970.96,963.92,966.95,1720704
2017-04-07,964.87,980.32,963.76,978.63,2277012
2017-04-10,979.82,986.67,968.94,975.89,2543264
2017-04-11,973.9,984.29,969.34,974.7,1557784
2017-04-12,975.99,978.21,960.08,964.21,1050538
2017-04-13,966.93,970.55,935.12,938.18,2500472
2017-04-17,938.89,939.89,924.68,932.62,2270882
2017-04-18,938.72,940.42,927.46,930.18,1730620
2017-04-19,911.93,946.26,907.62,926.3,5626812
2017-04-20,928.77,939.53,922.99,936.91,1268842
2017-04-21,938.36,941.0,927.04,930.99,1161154
2017-04-24,926.64,942.61,919.59,937.96,2000020
2017-04-25,937.92,944.55,927.73,931.27,3148710
2017-04-26,942.75,944.34,927.87,930.81,2187438
2017-04-27,929.08,937.84,917.63,927.71,5773186
2017-04-28,924.22,926.13,913.75,915.82,2540510
2017-05-02,924.22,927.44,918.58,922.57,2382696
2017-05-03,924.62,944.77,913.95,941.67,3514406
2017-05-04,946.76,946.78,930.18,938.77,2708208
2017-05-05,929.86,939.73,927.65,934.9,1682474
2017-05-08,935.1,945.73,933.77,943.74,1071782
2017-05-09,944.34,951.21,939.75,947.81,1790270
2017-05-10,948.8,949.26,933.08,939.71,1206388
2017-05-11,945.69,950.81,935.8,946.56,2071302
2017-05-12,944.08,954.8,934.72,951.07,2314446
2017-05-15,956.9,958.04,943.4,952.87,1817604
2017-05-16,958.87,981.03,956.23,978.67,3601026
2017-05-17,980.42,991.4,976.19,989.23,2876198
2017-05-18,987.07,1036.22,983.95,1021.8,5138594
2017-05-19,1021.8,1023.55,1001.57,1010.1,1786044
2017-05-22,1011.24,1028.87,1011.24,1019.85,1663940
2017-05-23,1020.59,1033.06,1012.86,1015.96,2748596
2017-05-24,1021.24,1035.42,1019.16,1031.05,2534548
2017-05-25,1038.24,1062.63,1034.61,1057.41,4094094
2017-05-26,1057.58,1058.32,1033.26,1038.74,1362550
2017-05-29,1039.04,1046.09,1033.0,1036.57,1749290
2017-05-30,1031.39,1037.81,1017.29,1027.8,927634
2017-05-31,1020.51,1036.42,1018.5,1025.99,2502730
2017-06-01,1019.3,1033.0,1019.3,1028.81,1080064
2017-06-02,1029.88,1044.22,1028.37,1033.36,1355648
2017-06-05,1033.4,1055.52,1031.45,1049.1,1500188
2017-06-06,1059.99,1091.4,1059.59,1086.18,5946720
2017-06-07,1086.58,1087.79,1038.06,1053.65,4927776
2017-06-08,1046.7,1049.5,1013.46,1015.92,3330714
2017-06-09,1015.27,1026.31,1001.57,1010.04,3148034
2017-06-12,1006.01,1012.41,995.29,1002.06,1626506
2017-06-13,1004.22,1010.78,996.88,998.74,1175414
2017-06-14,1000.14,1008.7,1000.14,1006.34,1489142
2017-06-15,1005.85,1006.13,979.77,982.3,2997198
2017-06-16,983.83,992.0,972.24,977.61,2450426
2017-06-19,984.62,996.62,979.84,990.65,1644742
2017-06-20,990.37,997.7,969.71,996.07,1670958
2017-06-21,994.03,994.91,976.6,980.3,1657818
2017-06-22,981.4,990.37,971.63,975.64,5775882
2017-06-23,977.49,983.42,959.0,962.13,1424756
2017-06-27,957.61,971.5,949.87,954.45,1974330
2017-06-28,957.33,960.63,951.26,957.39,1789726
2017-06-29,961.03,966.35,946.41,950.54,2471826
2017-06-30,946.94,968.37,946.41,962.4,1753848
2017-07-03,960.38,970.83,954.56,966.98,1475956
2017-07-04,966.86,969.77,957.39,964.23,1215134
2017-07-05,961.77,963.48,955.33,959.81,815856
2017-07-06,961.03,962.22,953.33,956.37,1026788
2017-07-07,957.37,960.0,947.39,950.01,1232090
2017-07-10,980.18,996.03,969.16,991.98,783608
2017-07-11,988.33,1024.51,988.33,1008.62,3537504
2017-07-12,1011.35,1011.67,990.0,993.81,2646450
2017-07-13,996.07,1007.07,988.57,996.64,3131960
2017-07-14,970.81,987.92,967.55,976.7,4508432
2017-07-17,976.8,986.74,970.49,975.88,2211822
2017-07-18,976.17,995.25,976.17,981.14,1908002
2017-07-19,984.05,1002.18,983.89,997.94,3915576
2017-07-20,997.8,1000.92,990.16,995.95,1182504
2017-07-21,991.95,1018.48,991.81,1014.89,2148416
2017-07-24,1013.99,1037.69,1013.99,1033.89,2271402
2017-07-25,1031.87,1054.03,1028.86,1050.56,2678832
2017-07-26,1045.86,1051.99,1040.55,1044.22,1459826
2017-07-27,1038.59,1055.99,1007.66,1013.87,4255304
2017-07-28,1013.58,1018.51,997.65,1014.93,1382752
2017-07-31,1009.5,1029.11,1006.23,1018.0,2019662
2017-08-01,1021.35,1029.82,1017.67,1022.02,1747460
2017-08-02,1021.35,1024.61,1005.82,1010.64,1251024
2017-08-03,1013.18,1022.16,1007.64,1017.04,1882548
2017-08-04,1017.59,1032.91,1016.44,1030.66,1387890
2017-08-07,1028.09,1029.52,1013.67,1022.76,1885520
2017-08-08,1026.25,1033.03,1019.83,1022.59,1073958
2017-08-09,1021.35,1030.68,1018.61,1026.25,992946
2017-08-10,1025.02,1029.76,1015.77,1026.02,1526172
2017-08-11,1021.31,1035.65,1014.4,1019.73,1394736
2017-08-14,1022.57,1025.39,1006.23,1008.84,786504
2017-08-16,1014.81,1039.24,1007.13,1018.22,1373340
2017-08-17,1021.63,1023.39,1005.86,1015.48,1752374
2017-08-18,1010.72,1041.73,1009.66,1026.98,2837356
2017-08-21,1023.59,1041.36,1019.02,1033.11,2304834
2017-08-22,1030.74,1037.48,1018.08,1020.35,1131326
2017-08-23,1023.39,1028.21,1010.38,1017.04,1562272
2017-08-24,1020.41,1028.68,1015.69,1019.96,1623908
2017-08-28,1023.23,1023.55,1005.41,1016.16,2036796
2017-08-29,1013.99,1019.71,1006.62,1009.44,1312602
2017-08-30,1013.58,1017.26,1005.05,1015.03,970782
2017-08-31,1015.22,1023.14,1007.72,1019.85,1784664
2017-09-01,1013.18,1020.55,995.42,1003.55,1702330
2017-09-04,1002.19,1005.41,996.02,1003.45,1062544
2017-09-05,1005.0,1017.26,995.63,1014.95,1165994
2017-09-06,1008.33,1011.07,1000.92,1002.23,1228764
2017-09-07,1004.19,1008.44,1001.35,1005.05,870636
2017-09-08,1002.45,1010.72,1001.96,1009.34,1021134
2017-09-11,1009.58,1014.38,1000.92,1002.74,732764
2017-09-12,1010.68,1020.12,1003.78,1016.63,1396460
2017-09-13,1021.35,1034.28,1011.21,1016.93,1278980
2017-09-14,1013.99,1020.37,1009.87,1016.01,1081510
2017-09-15,1020.94,1028.29,1015.22,1023.82,2944072
2017-09-18,1023.37,1029.09,1016.95,1020.96,726600
2017-09-19,1023.39,1023.39,1017.87,1020.63,782754
2017-09-20,1027.07,1027.07,1010.85,1018.71,1334642
2017-09-21,1017.69,1038.1,1013.18,1031.52,2438740
2017-09-22,1029.48,1032.34,1018.08,1022.82,2435396
2017-09-25,1019.94,1035.24,1018.38,1025.74,1599558
2017-09-26,1025.43,1032.13,1007.46,1010.99,1449230
2017-09-27,1017.26,1026.33,1010.62,1019.3,2010356
2017-09-28,1019.18,1027.07,1001.74,1011.72,4332866
2017-09-29,1012.77,1014.81,989.28,995.18,1985014
2017-10-03,996.83,1002.68,991.54,1000.29,1923006
2017-10-04,1000.76,1002.55,990.71,997.77,1300778
2017-10-05,997.24,998.24,990.46,992.59,1684686
2017-10-06,992.75,1002.96,991.95,999.55,1389188
2017-10-09,997.26,1008.25,997.26,1002.59,1773616
2017-10-10,1002.96,1009.07,1001.43,1004.7,1222010
2017-10-11,1005.0,1027.25,1003.68,1021.49,1527746
2017-10-12,1026.66,1043.82,1024.21,1041.04,5006356
2017-10-13,1041.04,1065.86,1030.74,1045.29,4066320
2017-10-16,1043.84,1058.11,1043.84,1055.83,1218590
2017-10-17,1056.07,1068.31,1053.03,1059.97,1443016
2017-10-18,1060.16,1067.78,1054.03,1056.73,1514144
2017-10-19,1058.93,1060.48,1050.35,1055.62,86822
2017-10-23,1055.66,1074.05,1040.73,1057.26,1886088
2017-10-24,1070.37,1070.74,1049.56,1053.38,1339020
2017-10-25,1056.28,1070.83,1046.66,1048.66,1105106
2017-10-26,1038.5,1052.45,1031.46,1040.04,3007552
2017-10-27,1039.69,1062.29,1036.54,1058.66,1409270
2017-10-30,1059.36,1073.28,1057.59,1071.73,1137252
2017-10-31,1065.62,1081.48,1065.62,1074.92,1592634
2017-11-01,1074.92,1076.09,1056.43,1066.26,741882
2017-11-02,1068.57,1095.41,1067.86,1075.8,1468422
2017-11-03,1078.36,1080.13,1066.24,1073.33,666886
2017-11-06,1073.28,1094.5,1069.9,1091.94,1377000
2017-11-07,1093.77,1133.91,1092.15,1110.17,2696892
2017-11-08,1115.48,1130.23,1113.53,1120.39,1402252
2017-11-09,1126.54,1126.54,1113.96,1120.97,1152432
2017-11-10,1115.15,1116.71,1103.33,1109.64,1356566
2017-11-13,1106.9,1137.76,1106.9,1130.21,1496996
2017-11-14,1129.22,1129.22,1109.13,1112.04,1657252
2017-11-15,1108.51,1128.59,1106.61,1108.23,6670834
2017-11-16,1110.15,1131.86,1100.71,1125.17,1653482
2017-11-17,1125.76,1125.76,1107.53,1109.05,1325464
2017-11-20,1112.2,1117.08,1104.13,1107.47,1014498
2017-11-21,1106.47,1106.47,1092.13,1094.98,1527740
2017-11-22,1095.0,1110.03,1094.75,1098.13,1822624
2017-11-23,1098.27,1103.19,1093.36,1098.38,793470
2017-11-24,1098.68,1107.24,1095.04,1101.16,2287512
2017-11-27,1101.14,1104.38,1090.57,1100.26,1856786
2017-11-28,1100.32,1107.04,1093.77,1100.03,911716
2017-11-29,1096.84,1103.19,1085.57,1088.91,1447532
2017-11-30,1087.07,1092.52,1074.51,1080.25,4299962
2017-12-01,1079.43,1092.95,1073.9,1077.36,1031144
2017-12-04,1074.1,1089.06,1066.3,1078.34,1259104
2017-12-05,1077.79,1086.27,1076.62,1079.65,1167914
2017-12-06,1079.84,1083.53,1070.36,1078.73,1407518
2017-12-07,1078.32,1083.91,1071.24,1072.16,1326300
2017-12-08,1072.46,1083.53,1063.86,1065.71,1385548
2017-12-11,1068.51,1094.85,1068.51,1090.12,1008002
2017-12-12,1090.08,1090.49,1068.12,1070.07,1882246
2017-12-13,1069.76,1086.17,1065.5,1076.73,2961458
2017-12-14,1078.2,1078.2,1036.87,1047.8,5504150
2017-12-15,1050.24,1058.72,1039.22,1042.81,2718138
2017-12-18,1039.28,1060.56,1021.81,1057.1,2180664
2017-12-19,1055.26,1064.19,1050.63,1054.97,1801952
2017-12-20,1057.72,1062.12,1044.88,1060.56,1577570
2017-12-21,1059.77,1068.37,1056.92,1063.33,1293648
2017-12-22,1066.73,1091.27,1061.08,1084.24,3665664
2017-12-26,1100.32,1101.86,1078.04,1085.35,2175786
2017-12-27,1085.35,1089.06,1069.39,1073.24,739284
2017-12-28,1068.7,1087.01,1067.41,1076.13,2605088
2017-12-29,1074.55,1109.7,1072.69,1106.55,2609542
2018-01-01,1098.81,1103.93,1079.43,1083.77,1351760
2018-01-02,1089.67,1093.6,1073.37,1077.87,1920290
2018-01-03,1078.2,1093.36,1077.87,1080.92,1257120
2018-01-04,1085.57,1090.49,1081.48,1088.48,913082
2018-01-05,1085.57,1105.85,1085.57,1101.63,1153706
2018-01-08,1106.06,1117.06,1098.62,1111.96,1242220
2018-01-09,1112.2,1114.66,1096.45,1109.74,2149396
2018-01-10,1110.56,1153.58,1103.86,1149.72,3365850
2018-01-11,1151.12,1155.99,1139.73,1143.13,2520744
2018-01-12,1149.07,1149.07,1122.67,1137.33,3360314
2018-01-15,1137.66,1150.3,1120.41,1124.94,1457214
2018-01-16,1129.0,1172.28,1126.76,1167.85,4267752
2018-01-17,1175.7,1198.23,1172.48,1183.46,4280806
2018-01-18,1186.76,1201.51,1174.9,1195.44,2209478
2018-01-19,1200.5,1221.58,1189.48,1212.28,1820000
2018-01-22,1215.85,1287.18,1199.84,1279.66,4367110
2018-01-23,1279.07,1290.32,1268.84,1273.75,3239610
2018-01-24,1268.82,1338.24,1265.8,1303.56,5621538
2018-01-25,1303.72,1305.7,1265.13,1281.57,3833844
2018-01-29,1285.82,1324.26,1281.96,1313.52,3141060
2018-01-30,1305.78,1315.55,1290.87,1294.63,1574758
