Date,Close,High,Low,Open,Volume
2023-04-26,73.51,73.73,73.29,73.69,1418088
2023-04-27,73.45,74.13,73.1,73.1,848004
2023-04-28,73.08,73.31,72.86,73.28,1068007
2023-05-02,72.99,73.48,72.86,73.08,862100
2023-05-03,74.41,74.51,74.1,74.11,1044236
2023-05-04,75.15,75.41,74.83,75.05,1327246
2023-05-05,75.93,76.27,75.85,75.86,994840
2023-05-08,75.25,75.47,75.19,75.39,1047024
2023-05-09,75.23,75.55,74.8,75.55,731033
2023-05-10,75.42,75.74,75.32,75.74,377004
2023-05-11,73.89,75.42,73.6,75.42,1583543
2023-05-12,71.09,72.15,70.75,71.9,3047404
2023-05-15,71.83,72.0,71.21,71.89,989402
2023-05-16,71.25,71.88,70.99,71.88,1148640
2023-05-17,70.95,71.22,70.8,71.19,647538
2023-05-18,70.67,71.1,70.41,70.99,1054982
2023-05-19,71.21,71.41,70.81,71.3,1355757
2023-05-22,71.68,71.78,71.17,71.69,1060980
2023-05-23,69.92,71.4,69.84,71.4,2457636
2023-05-24,70.42,70.68,70.13,70.4,520428
2023-05-25,69.72,69.79,69.32,69.65,1169741
2023-05-26,69.75,69.86,69.25,69.62,1439837
2023-05-29,70.2,70.99,69.86,70.99,870090
2023-05-30,69.96,70.21,69.36,70.21,977228
2023-05-31,70.18,71.0,69.76,71.0,979768
2023-06-01,70.3,70.75,70.01,70.49,876593
2023-06-02,71.48,71.59,71.31,71.31,1380513
2023-06-05,70.63,71.12,70.41,71.12,720403
2023-06-06,70.73,71.05,70.5,70.89,799362
2023-06-07,70.71,72.85,70.32,72.85,793479
2023-06-08,71.06,71.18,70.61,70.89,673758
2023-06-09,72.66,72.9,72.11,72.11,1822390
2023-06-12,72.35,73.0,72.0,73.0,781085
2023-06-13,72.27,72.35,72.0,72.27,529771
2023-06-14,71.48,71.7,71.14,71.7,830790
2023-06-15,70.12,71.14,69.89,71.14,2143346
2023-06-16,71.49,71.6,70.96,71.13,982876
2023-06-19,71.74,71.91,71.47,71.79,690259
2023-06-20,71.45,71.75,71.32,71.75,538485
2023-06-21,69.36,71.5,69.18,71.5,4585021
2023-06-22,68.09,68.45,67.82,68.3,3088872
2023-06-23,67.41,67.52,66.95,66.99,3082365
2023-06-26,68.48,68.6,68.0,68.0,1151807
2023-06-27,68.8,69.88,68.66,69.88,786012
2023-06-28,68.38,68.85,68.22,68.8,966121
2023-06-30,67.57,68.54,67.35,68.54,2415830
2023-07-03,68.5,68.64,68.12,68.25,2025714
2023-07-04,69.02,69.1,68.7,68.76,782197
2023-07-05,68.92,69.1,68.64,68.94,1266208
2023-07-06,69.74,70.05,69.51,69.51,1938050
2023-07-07,68.94,69.0,68.73,68.98,1361935
2023-07-10,69.65,72.39,69.51,72.39,1162165
2023-07-11,70.0,73.13,69.8,73.13,1185812
2023-07-12,69.89,70.11,69.76,70.09,417321
2023-07-13,72.15,72.24,71.77,71.83,4576374
2023-07-14,73.61,73.84,73.33,73.5,2972875
2023-07-17,73.81,74.02,73.53,73.53,1413693
2023-07-18,74.05,74.25,73.81,73.88,1276415
2023-07-19,74.42,74.45,74.05,74.05,953889
2023-07-20,74.76,74.87,74.5,74.68,957020
2023-07-21,73.45,74.15,73.36,74.15,1095316
2023-07-24,73.23,73.65,72.88,73.65,1102428
2023-07-25,73.17,73.35,72.76,73.28,615473
2023-07-26,73.58,73.64,73.16,73.41,728258
2023-07-27,74.15,74.49,74.1,74.22,1069483
2023-07-28,72.4,72.8,72.22,72.8,2031445
2023-07-31,72.68,73.74,72.43,73.74,639962
2023-08-01,73.37,73.7,73.19,73.51,1042233
2023-08-02,72.97,73.13,72.27,73.1,937930
2023-08-03,71.14,72.97,70.86,72.97,3218783
2023-08-04,71.14,71.37,70.84,71.23,1260572
2023-08-07,71.04,71.18,70.94,71.15,947339
2023-08-08,70.32,70.49,70.1,70.49,1959340
2023-08-09,69.41,71.13,69.34,71.13,2844894
2023-08-10,69.48,69.65,69.04,69.61,1665309
2023-08-11,69.25,72.18,69.11,72.18,2041383
2023-08-14,69.32,69.8,69.04,69.2,1294150
2023-08-16,69.68,69.74,69.18,69.33,983234
2023-08-17,69.17,69.69,68.79,69.69,3248169
2023-08-18,69.63,69.85,69.45,69.6,1281747
2023-08-21,69.73,69.85,69.53,69.7,1160461
2023-08-22,70.95,71.05,70.6,70.61,1715367
2023-08-23,71.62,71.8,71.18,71.18,2645515
2023-08-24,72.54,72.8,71.85,72.0,2927644
2023-08-25,72.55,72.7,71.99,71.99,1535518
2023-08-28,72.48,72.67,72.45,72.56,703440
2023-08-29,72.69,72.9,72.56,72.71,861990
2023-08-30,73.48,73.69,73.35,73.35,1984076
2023-08-31,73.29,73.51,73.1,73.5,984164
2023-09-01,73.55,73.61,72.86,73.3,1554996
2023-09-04,72.43,73.6,72.35,73.6,2654036
2023-09-05,71.23,72.2,71.11,72.2,2758623
2023-09-06,71.12,71.5,70.86,71.48,1732555
2023-09-07,70.4,70.5,70.17,70.4,3289103
2023-09-08,70.17,70.49,70.04,70.41,3130300
2023-09-11,70.61,70.99,70.05,70.36,2529960
2023-09-12,70.29,70.84,70.2,70.61,1995787
2023-09-13,70.05,70.35,69.78,70.29,2417194
2023-09-14,69.26,70.15,69.06,70.06,5413916
2023-09-15,70.73,70.8,69.87,70.02,2185132
2023-09-18,71.08,71.36,70.74,71.36,1937237
2023-09-20,71.08,71.24,70.8,71.0,1801867
2023-09-21,70.93,71.14,70.71,71.09,1536175
2023-09-22,71.83,72.03,71.32,71.33,3853615
2023-09-25,71.71,71.97,71.42,71.89,2206114
2023-09-26,70.53,70.64,70.12,70.55,3096159
2023-09-27,69.97,70.13,69.75,70.0,2388217
2023-09-28,69.55,69.64,69.28,69.5,2514192
2023-09-29,70.56,70.73,70.0,70.24,1301328
2023-10-03,67.73,68.43,66.1,67.48,14049138
2023-10-04,67.06,69.5,66.94,69.5,7707877
2023-10-05,67.39,67.58,66.88,67.0,4110952
2023-10-06,68.25,68.4,67.18,67.29,2889866
2023-10-09,69.31,69.7,68.32,68.5,5071774
2023-10-10,69.45,69.68,69.0,69.31,5033079
2023-10-11,69.52,71.55,69.24,70.1,2620365
2023-10-12,68.9,69.79,68.77,69.79,4911861
2023-10-13,68.69,68.88,68.45,68.68,2124707
2023-10-16,69.72,70.4,69.35,70.39,4341776
2023-10-17,69.8,69.91,69.45,69.79,2750680
2023-10-18,70.85,70.94,70.31,70.31,3743207
2023-10-19,70.28,70.65,70.1,70.49,2345762
2023-10-20,70.76,70.9,70.08,70.5,2193812
2023-10-23,70.92,71.14,70.51,70.76,4229666
2023-10-25,70.01,70.51,69.75,70.48,1775611
2023-10-26,70.59,70.7,70.11,70.3,3035432
2023-10-27,70.17,70.46,70.1,70.45,1283657
2023-10-30,70.85,71.0,70.47,70.61,2142651
2023-10-31,71.04,71.1,70.73,70.9,1906181
2023-11-01,69.71,69.99,69.51,69.99,2636960
2023-11-02,70.68,70.8,70.31,70.39,1295164
2023-11-03,69.82,70.18,69.7,70.18,6998617
2023-11-06,70.77,70.85,70.52,70.79,3077508
2023-11-07,70.04,70.45,69.75,70.39,3627229
2023-11-08,69.37,70.04,69.12,70.04,3435748
2023-11-09,69.22,69.3,69.02,69.29,2106050
2023-11-10,69.69,69.96,69.6,69.71,2416828
2023-11-13,68.63,68.89,68.4,68.78,3933206
2023-11-15,70.86,70.94,68.3,68.3,7257773
2023-11-16,71.42,71.54,70.81,70.98,4426100
2023-11-17,72.27,72.4,69.3,69.3,5847598
2023-11-20,71.58,72.26,71.47,72.26,1739741
2023-11-21,71.58,72.05,71.52,71.99,1267609
2023-11-22,72.18,72.29,71.51,71.59,2281078
2023-11-23,71.9,75.79,71.71,75.79,966015
2023-11-24,71.87,72.06,71.67,71.9,1004510
2023-11-28,73.41,73.98,72.9,72.9,5105403
2023-11-29,74.08,74.43,73.74,73.74,4314951
2023-11-30,74.61,74.85,74.13,74.14,3007969
2023-12-01,75.21,75.27,74.75,74.89,2668865
2023-12-04,75.15,75.8,74.8,75.22,2644739
2023-12-05,73.64,74.27,73.51,74.26,2794509
2023-12-06,73.04,73.82,72.97,73.82,2849540
2023-12-07,72.82,72.9,72.38,72.6,2208499
2023-12-08,72.44,73.0,72.35,72.77,2980691
2023-12-11,70.35,71.4,70.3,71.39,11275445
2023-12-12,70.26,70.59,70.2,70.51,5638945
2023-12-13,69.69,70.11,69.55,70.11,5702772
2023-12-14,72.57,72.8,71.51,71.51,8231907
2023-12-15,72.82,72.9,72.5,72.63,2875579
2023-12-18,72.51,72.79,72.21,72.79,1604289
2023-12-19,72.38,72.48,72.0,72.48,1415724
2023-12-20,72.66,73.6,72.61,73.6,1606445
2023-12-21,73.14,73.32,73.0,73.0,2534868
2023-12-22,73.48,73.6,73.2,73.37,1708101
2023-12-26,73.31,73.6,73.25,73.48,1812463
2023-12-27,73.06,73.3,72.95,73.29,1463384
2023-12-28,73.39,73.65,73.15,73.36,1597282
2023-12-29,72.18,73.3,72.14,73.3,3924324
2024-01-01,72.48,72.8,71.98,72.8,1371577
2024-01-02,73.01,73.15,72.5,72.5,1613569
2024-01-03,71.59,72.4,71.55,72.4,4680855
2024-01-04,70.69,70.99,70.51,70.9,8451612
2024-01-05,70.53,71.25,70.49,70.99,5043431
2024-01-08,70.42,70.99,70.34,70.99,2439276
2024-01-09,70.87,71.08,70.55,70.88,1873889
2024-01-10,70.49,70.87,70.12,70.87,2530338
2024-01-11,70.43,70.58,70.25,70.5,1486123
2024-01-12,70.25,70.43,70.06,70.43,3290966
2024-01-15,70.25,70.25,70.25,70.25,0
2024-01-16,70.7,71.0,70.58,71.0,1172651
2024-01-17,70.07,70.71,69.87,70.71,3722396
2024-01-18,69.85,70.07,69.69,70.07,3091906
2024-01-19,70.16,70.29,70.0,70.03,2406803
2024-01-23,69.43,70.1,69.3,70.1,3831096
2024-01-24,70.13,70.2,69.35,69.66,1959253
2024-01-25,70.12,70.3,70.0,70.04,1071846
2024-01-29,70.43,71.7,70.2,70.39,1122290
2024-01-30,70.78,70.9,70.55,70.9,1753973
2024-01-31,70.59,70.79,70.53,70.78,808554
2024-02-01,69.98,70.6,69.61,70.6,2302916
2024-02-02,70.79,71.0,70.41,70.68,2206040
2024-02-05,69.22,70.79,69.11,70.79,5917562
2024-02-06,69.0,69.33,68.96,69.1,4261394
2024-02-07,68.85,69.58,68.71,69.58,3492402
2024-02-08,68.9,69.04,68.69,68.89,2220095
2024-02-09,69.54,69.65,69.32,69.32,2012516
2024-02-12,69.87,70.21,69.5,69.55,2385609
2024-02-13,70.02,70.07,69.51,69.78,1470251
2024-02-14,67.92,68.4,67.71,68.4,8603909
2024-02-15,69.13,69.2,68.64,68.72,2270736
2024-02-16,69.91,69.98,69.75,69.9,2236982
2024-02-19,70.01,70.2,69.92,70.11,6171734
2024-02-20,69.8,69.9,69.61,69.79,1065769
2024-02-21,69.67,70.09,69.58,70.09,4841962
2024-02-22,69.66,69.87,69.19,69.39,960932
2024-02-23,68.77,69.15,68.75,69.13,3937282
2024-02-26,68.86,69.47,68.81,69.47,1054784
2024-02-27,68.68,68.9,68.41,68.9,2304620
2024-02-28,68.01,68.53,67.0,67.02,3644998
2024-02-29,68.29,68.68,68.06,68.39,1322789
2024-03-01,68.84,68.98,68.6,68.74,2199774
2024-03-04,69.65,69.98,69.11,69.98,2615918
2024-03-05,71.06,71.15,70.16,70.16,8238315
2024-03-06,70.66,71.04,70.21,71.04,2909291
2024-03-07,71.27,71.49,71.0,71.0,3808814
2024-03-11,71.77,72.33,71.3,72.33,6658298
2024-03-12,71.95,72.06,71.26,71.77,3701081
2024-03-13,71.26,71.6,71.12,71.59,4232600
2024-03-14,72.55,72.86,72.06,72.06,6279237
2024-03-15,72.73,72.8,72.41,72.56,4952028
2024-03-18,72.66,72.82,72.27,72.6,4407074
